csv_index,title,publishing_year,genre_id,publisher_id,author_id,language_id,average_rating,ratings_count,sale_price,gross_sales,publisher_revenue,sales_rank,units_sold
844,Me and Earl and the Dying Girl,2012,3,5,670,1,3.58,82270,10.99,1241.87,745.122,988,2889
845,The Ugly Truth,2010,3,2,428,1,4.16,68701,0.99,111.87,67.122,990,2889
846,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",2002,1,1,323,3,4.34,63691,1.5,169.5,101.7,992,2889
847,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",1998,1,6,671,2,3.84,71411,3.99,450.87,270.522,993,2862
848,2nd Chance,2002,1,1,672,2,4.01,68834,12.29,1388.77,833.262,993,2862
849,The Complete Maus,1986,3,2,593,5,4.53,76785,0.99,111.87,67.122,994,2862
850,The Eyre Affair,2001,3,2,673,1,3.92,85683,0.99,111.87,67.122,995,2862
851,Anne Rice's The Vampire Lestat: The Graphic Novel,1989,1,2,674,5,4.17,61842,0.99,111.87,0.0,996,2862
852,,1978,1,4,675,2,4.14,74121,7.65,864.45,518.67,997,2862
853,The Art of Happiness: A Handbook for Living,1998,3,5,676,2,4.14,61498,11.75,1327.75,796.65,1000,2862
854,The Bone Clocks,2014,1,5,677,2,3.81,53151,6.92,781.96,469.176,1001,2862
855,Black and Blue,1998,1,2,678,2,3.86,67753,3.99,450.87,270.522,1001,2862
856,,2010,1,2,679,1,4.1,59715,2.99,337.87,0.0,1004,2862
857,The Last Juror,2004,3,4,63,2,3.85,63114,8.59,970.67,582.402,1005,2862
858,Diary,2003,1,3,271,2,3.6,58428,8.99,1015.87,609.522,1006,2862
859,Eleven on Top,2005,1,4,323,1,4.15,84363,7.49,846.37,507.822,1006,2862
860,Tintenblut,2005,1,2,680,2,3.91,82291,6.99,789.87,473.922,1007,2862
861,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",2003,1,2,681,1,3.75,56548,0.99,111.87,67.122,1007,2862
862,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,1945,3,2,682,2,3.99,69087,1.99,224.87,134.922,1008,2862
863,White Night,2007,2,2,650,1,4.41,73534,0.99,111.87,67.122,1009,2862
864,The Miniaturist,2014,1,1,683,2,3.58,56344,1.99,224.87,134.922,1010,2862
865,Dragons of Autumn Twilight,1984,3,6,684,1,4.03,76219,8.78,992.14,595.284,1011,2862
866,The Lost Colony,2006,3,2,502,1,4.01,103844,2.5,282.5,169.5,1012,2862
867,Extras,2006,1,2,209,1,3.59,85873,0.99,110.88,66.528,1013,2862
868,The Burning Bridge,2005,3,7,578,1,4.28,74156,7.49,838.88,503.328,1015,2862
869,The Book of Life,2014,1,2,380,2,4.15,63027,2.99,334.88,0.0,1019,2862
870,The Artist's Way: A Spiritual Path to Higher Creativity,1992,1,2,685,2,3.89,66049,5.99,670.88,0.0,1020,4480
871,The Stinky Cheese Man and Other Fairly Stupid Tales,1992,3,2,686,2,4.2,78487,2.99,334.88,200.928,1020,4480
872,Horns,2009,3,3,687,1,3.92,66287,2.99,334.88,200.928,1022,4480
873,Catherine the Great: Portrait of a Woman,2011,1,2,688,7,3.91,66591,0.99,110.88,0.0,1023,4480
874,The Year of the Flood,2009,1,6,689,2,4.05,68597,7.99,894.88,536.928,1024,4480
875,Winter Garden,2009,1,2,690,5,4.13,66577,2.99,334.88,0.0,1027,4480
876,The King of Torts,2003,3,1,63,2,3.67,61835,5.99,670.88,402.528,1027,4480
877,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,2006,1,2,691,2,4.34,46551,3.99,446.88,0.0,1030,4440
878,The 3 Mistakes of My Life,2008,1,5,493,2,2.97,53331,7.99,894.88,536.928,1032,4440
879,The Murder of Roger Ackroyd,1926,3,2,439,2,4.2,71354,7.52,842.24,505.344,1032,4440
880,Native Son,1940,1,2,692,2,3.96,66194,2.99,334.88,0.0,1033,4440
881,Shadow's Edge,2008,1,5,275,1,4.27,66390,11.84,1326.08,795.648,1033,4440
882,Under the Never Sky,2011,1,2,693,5,4.01,74029,3.99,446.88,0.0,1034,4440
883,True Believer,2003,1,2,22,1,3.8,62840,4.99,558.88,0.0,1035,4440
884,The Lean Startupâ€Ž,2011,1,2,694,1,4.04,86284,0.99,110.88,66.528,1036,4440
885,The Golden Lily,2012,1,4,695,1,4.36,86929,10.99,1230.88,738.528,1037,4440
886,Chasing Harry Winston,2008,1,5,696,2,3.32,63342,4.99,558.88,335.328,1042,4440
887,Magician's Gambit,1983,1,2,697,3,4.13,69616,2.99,334.88,0.0,1042,4440
888,,2009,1,4,698,2,4.43,57279,7.49,838.88,503.328,1043,4440
889,The Rise and Fall of the Third Reich: A History of Nazi Germany,1960,1,1,699,2,4.15,64391,2.99,334.88,200.928,1044,4440
890,A Long Way Down,2005,3,3,700,2,3.41,59843,3.99,446.88,268.128,1046,4440
891,Out from Boneville,1993,1,2,701,2,4.16,62330,5.99,670.88,0.0,1048,4400
892,Rose Madder,1995,1,6,23,2,3.66,70921,1.99,222.88,133.728,1049,4400
893,"Die Trying (Jack Reacher, #2)",1998,1,7,702,1,4.0,62128,2.99,334.88,200.928,1050,4400
894,Beautiful Chaos,2011,1,3,703,1,3.95,69709,1.99,222.88,133.728,1050,4400
895,Keeping Faith,1999,1,2,79,3,3.79,62405,0.99,109.89,0.0,1052,4400
896,Heart-Shaped Box,2007,1,2,687,1,3.82,65005,2.99,331.89,0.0,1052,4400
897,Cabin Fever,2010,3,4,428,2,4.21,63347,11.99,1330.89,798.534,1053,4400
898,,2008,2,2,275,2,4.29,64961,3.99,442.89,0.0,1054,4400
899,Everyone Worth Knowing,2005,1,2,696,1,3.39,59932,0.99,109.89,0.0,1055,4400
900,Redwall,1986,1,2,704,2,4.11,73918,2.99,331.89,0.0,1056,4400
901,Manifest der Kommunistischen Partei,1848,1,2,705,2,3.51,56464,2.99,331.89,0.0,1057,4400
902,The Woman in Cabin 10,2016,3,2,706,2,3.67,90541,0.99,109.89,65.934,1058,4400
903,The Last of the Mohicans: A Narrative of 1757,1826,1,2,707,2,3.69,67632,0.99,109.89,0.0,1058,4400
904,Sophie's Choice,1979,3,2,708,2,4.18,66923,1.99,220.89,132.534,1059,4400
905,Shopaholic and Sister,2004,1,2,93,2,3.64,69007,2.99,331.89,0.0,1059,4400
906,The Iron Daughter,2010,1,2,709,2,4.13,93340,2.99,331.89,0.0,1060,4400
907,The Prayer of Jabez:  Breaking Through to the Blessed Life,2000,3,2,710,2,3.92,57468,8.1,899.1,539.46,1061,4400
908,The Age of Miracles,2012,1,5,711,2,3.64,61296,11.84,1314.24,788.544,1062,4400
909,Have a Little Faith: A True Story,2009,3,3,712,1,4.16,60002,1.99,220.89,132.534,1066,4400
910,My Life in France,2006,1,4,713,2,4.16,63100,11.99,1330.89,798.534,1066,4400
911,The Rosie Effect,2014,1,7,714,2,3.56,27308,11.04,1225.44,735.264,1068,4360
912,The Secret of the Nagas.,2011,1,2,489,2,3.98,50158,0.99,109.89,65.934,1069,4360
913,Ham on Rye,1982,1,2,633,3,4.16,54140,1.77,196.47,0.0,1071,4360
914,Flipped,2001,3,2,715,1,3.94,79264,0.99,109.89,0.0,1072,4360
915,Emotional Intelligence 2.0,2003,1,2,716,3,3.81,53384,0.99,109.89,0.0,1073,4360
916,Make Way for Ducklings,1941,3,1,717,3,4.21,70704,5.74,637.14,382.284,1074,4360
917,Relic,1995,1,3,718,2,4.01,68011,7.73,858.03,514.818,1075,4360
918,Notes from a Small Island,1995,1,2,719,2,3.91,66947,3.99,442.89,0.0,1076,4360
919,Small Favor,2008,3,5,650,1,4.43,70029,10.99,1219.89,731.934,1077,4360
920,The Walking Dead Compendium Volume 1,2009,1,2,720,2,4.43,57764,2.99,331.89,0.0,1078,4360
921,Princess Academy,2005,1,6,531,2,4.01,82470,12.74,1414.14,848.484,1080,4360
922,"Everything, Everything",2015,1,2,721,2,4.11,132552,2.99,331.89,0.0,1081,4360
923,Pygmalion,1912,1,2,722,1,3.9,70079,2.99,331.89,0.0,1082,4360
924,Flight Behavior,2012,1,2,276,2,3.75,57078,0.99,109.89,65.934,1085,4360
925,Grip of the Shadow Plague,2008,1,2,423,2,4.26,65638,4.99,548.9,0.0,1089,4360
926,Bridget Jones: The Edge of Reason,1999,3,2,723,2,3.53,73093,9.99,1098.9,659.34,1090,4360
927,Captain Corelli's Mandolin,1994,1,2,724,2,3.95,57583,0.99,108.9,65.34,1091,4360
928,At First Sight,2004,1,2,22,1,3.81,62219,0.99,108.9,65.34,1091,4320
929,Down Under,2000,1,2,725,2,4.05,58688,3.99,438.9,0.0,1093,4320
930,The Memoirs of Sherlock Holmes,1894,3,1,726,2,4.32,56918,11.19,1230.9,738.54,1095,4320
931,The Orphan Master's Son,2012,1,7,727,2,4.06,52765,0.99,108.9,65.34,1097,4320
932,Enchanters' End Game,1984,1,2,697,1,4.17,69134,3.99,438.9,0.0,1098,4320
933,Persepolis,2003,3,2,728,1,4.36,71353,0.99,108.9,0.0,1099,4320
934,The Chosen,1967,2,2,729,2,4.03,70701,1.99,218.9,131.34,1099,4320
935,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,1958,1,2,730,2,4.09,61256,3.99,438.9,0.0,1100,4320
936,El juego del Ã¡ngel,2008,1,1,731,2,3.86,46225,12.29,1351.9,811.14,1101,4320
937,Where Rainbows End,2004,3,5,732,1,3.95,55236,10.99,1208.9,725.34,1101,4320
938,Amelia Bedelia,1963,1,4,733,2,4.15,72329,7.99,878.9,527.34,1102,4320
939,This Man,2012,1,2,734,2,4.13,79461,0.99,108.9,65.34,1102,4320
940,A Dog's Purpose,2010,1,2,735,1,4.35,65091,2.99,328.9,0.0,1105,4320
941,An Ember in the Ashes,2015,1,1,736,2,4.32,45492,5.49,603.9,362.34,1106,4320
942,"Lover Enshrined, part one",2008,1,5,301,2,4.12,87432,8.99,988.9,593.34,1106,4320
943,The Golem and the Jinni,2013,1,2,737,2,4.1,59650,3.99,438.9,0.0,1107,4320
944,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,2012,3,6,738,9,3.72,42958,10.91,1200.1,720.06,1107,4320
945,The Slippery Slope,2003,1,4,287,1,4.0,81362,8.99,988.9,593.34,1111,4320
946,Bleak House,1853,1,1,739,2,4.0,67433,8.99,988.9,593.34,1112,4320
947,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",1938,1,2,740,2,4.12,72504,4.99,548.9,329.34,1118,4280
948,Furies of Calderon,2004,1,2,303,2,4.12,70269,0.99,108.9,0.0,1119,4280
949,Alanna: The First Adventure,1983,1,4,741,1,4.27,85699,16.98,1867.8,1120.68,1119,4280
950,Her Fearful Symmetry,2009,3,1,742,5,3.23,63737,3.79,416.9,250.14,1120,4280
951,The Boston Girl,2014,1,2,743,2,3.79,51603,4.99,548.9,0.0,1120,4280
952,"Lover Enshrined, part two",2009,4,7,301,2,4.38,84650,4.49,493.9,296.34,1123,4280
953,The Fall of Hyperion,1990,3,6,744,2,4.18,63235,5.83,641.3,384.78,1124,4280
954,The Black Dahlia,1987,1,5,745,1,3.75,61412,9.99,1088.91,653.346,1127,4280
955,"Through the Looking-Glass, and What Alice Found There",1871,2,6,746,2,4.06,63050,1.99,216.91,130.146,1128,4280
956,Wild Swans: Three Daughters of China,1991,3,9,747,1,4.23,60193,3.99,434.91,260.946,1129,4280
957,"Go, Dog. Go!",1961,2,4,748,2,4.08,66360,10.65,1160.85,696.51,1130,4280
958,,1937,1,1,749,3,4.19,74666,4.74,516.66,309.996,1131,4280
959,Finders Keepers,2015,2,2,358,2,4.03,36541,0.99,107.91,0.0,1131,4280
960,The Strain,2009,1,2,750,1,3.77,58631,0.99,107.91,64.746,1132,4280
961,The Complete Poems of Emily Dickinson,1890,1,2,751,2,4.21,60278,4.99,543.91,0.0,1132,4280
962,Old Yeller,1956,1,7,752,1,4.06,69815,13.78,1502.02,901.212,1136,4280
963,Born Standing Up: A Comic's Life,2007,3,2,753,2,3.87,60869,0.99,107.91,64.746,1137,4280
964,PostSecret: Extraordinary Confessions from Ordinary Lives,2005,3,2,754,3,4.01,58841,0.99,107.91,0.0,1138,4280
965,A Storm of Swords: Part 2 Blood and Gold,2000,1,2,755,2,4.56,54977,2.99,325.91,0.0,1140,4280
966,The Borrowers Afield,1952,1,3,756,3,4.02,74820,6.48,706.32,423.792,1141,4240
967,Hearts in Atlantis,1999,1,7,23,2,3.8,65063,1.99,216.91,130.146,1142,4240
968,,2016,1,4,757,2,4.35,73745,11.99,1306.91,784.146,1144,4240
969,ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken],1982,3,6,758,2,3.94,55262,8.81,960.29,576.174,1147,4240
970,The Queen's Fool,2003,1,6,142,1,3.83,69504,5.49,598.41,359.046,1148,4240
971,Days of Blood & Starlight,2012,1,2,759,7,4.21,85746,2.99,325.91,195.546,1148,4240
972,Jitterbug Perfume,1984,1,2,617,2,4.24,48277,2.99,325.91,0.0,1148,4240
973,"The Battle for Skandia (Ranger's Apprentice, #4)",2006,1,2,578,1,4.32,60959,2.99,325.91,195.546,1149,4240
974,The Darkest Minds,2012,2,3,760,2,4.26,83886,5.69,620.21,372.126,1150,4240
975,O Zahir,2005,1,2,89,2,3.56,50921,3.99,434.91,0.0,1151,4240
976,The Power of Positive Thinking,1952,1,2,761,2,4.08,52704,2.99,325.91,0.0,1152,4240
977,"In a Dark, Dark Wood",2015,1,2,706,2,3.65,67344,0.99,107.91,0.0,1153,4240
978,The House of Mirth,1905,1,2,762,2,3.94,60611,2.99,325.91,0.0,1154,4240
979,Fairy Tail 1,2006,1,2,763,2,4.4,65477,3.99,434.91,0.0,1155,4240
980,The Slow Regard of Silent Things,2014,1,2,764,2,3.92,57716,3.99,434.91,0.0,1156,4240
981,Twelve Years a Slave,1853,1,5,765,2,4.15,39758,4.99,543.91,326.346,1156,4240
982,"Lover Avenged, part one",2010,1,2,258,2,4.41,82824,4.99,543.91,0.0,1160,109
983,In the Heart of the Sea: The Tragedy of the Whaleship Essex,1999,1,2,766,1,4.16,57259,0.99,107.91,0.0,1160,109
984,Infidel,2006,1,2,767,2,4.2,58432,0.99,107.91,0.0,1161,109
985,The Black Swan: The Impact of the Highly Improbable,2007,1,2,768,2,3.88,53586,6.99,761.91,0.0,1161,109
986,The Twelve,2012,1,2,118,2,3.98,56756,4.99,538.92,0.0,1164,108
987,ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð°,1962,1,3,769,2,3.94,61678,5.99,646.92,388.152,1166,108
988,The Diamond Age,1995,1,7,506,2,4.19,61836,8.99,970.92,582.552,1167,108
989,A Canticle for Leibowitz,1959,1,2,770,2,3.97,66721,0.99,106.92,0.0,1167,108
990,á¼ˆÎ½Ï„Î¹Î³ÏŒÎ½Î·,-441,1,2,243,2,3.6,67608,0.99,106.92,64.152,1167,108
991,Brooklyn,2009,1,2,771,2,3.63,55459,15.37,1659.96,995.976,1168,108
992,Wither,2011,1,2,772,2,3.81,84776,3.82,412.56,0.0,1169,108
993,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,2016,1,2,773,2,3.99,80737,3.99,430.92,0.0,1169,108
994,Crossroads of Twilight,2003,1,2,160,1,3.82,61361,3.99,430.92,0.0,1170,108
995,The Red Badge of Courage,1871,1,4,774,2,3.21,68448,10.99,1186.92,712.152,1173,108
996,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,2014,1,4,775,2,4.17,60236,10.65,1150.2,690.12,1174,108
997,Gardens of the Moon,1999,1,2,776,2,3.85,57993,3.99,430.92,0.0,1175,108
998,A Bruxa de Portobello,2006,1,1,777,2,3.51,51461,12.29,1327.32,796.392,1179,108
999,A Swiftly Tilting Planet,1978,1,2,549,2,4.13,75851,2.99,322.92,0.0,1182,108
1000,Gregor the Overlander,2003,1,2,778,2,3.99,66823,2.99,322.92,0.0,1183,108
1001,Sing You Home,2011,1,2,79,1,3.76,62494,4.78,516.24,309.744,1184,108
1002,The Tale of the Body Thief,1992,2,1,138,1,3.7,67267,1.99,214.92,128.952,1186,108
1003,The Camel Club,2005,3,2,512,2,4.02,58973,1.29,139.32,83.592,1187,108
1004,Saving The World and Other Extreme Sports,2006,1,3,477,1,4.16,75436,6.93,748.44,449.064,1190,108
1005,Blood of the Fold,1996,1,2,779,1,3.98,60624,0.99,106.92,64.152,1192,108
1006,The Boleyn Inheritance,2006,1,3,142,2,3.84,62135,5.99,646.92,388.152,1193,108
1007,A Spool of Blue Thread,2015,1,4,780,2,3.4,42339,10.99,1186.92,712.152,1194,108
1008,The Underground Railroad,2016,1,2,781,2,4.04,72052,4.99,538.92,0.0,1195,108
1009,Masquerade,2007,1,2,382,1,3.91,76598,0.99,106.92,64.152,1196,108
1010,The Iron Queen,2011,3,2,709,2,4.24,82373,3.99,430.92,0.0,1196,108
1011,Losing It,2012,1,1,782,2,3.77,84438,4.99,538.92,323.352,1197,108
1012,The Racketeer,2012,1,2,63,3,3.79,48286,2.99,322.92,193.752,1198,108
1013,Disgrace,1999,2,5,783,2,3.83,50422,9.99,1078.92,647.352,1198,108
1014,The House at Pooh Corner,1928,1,2,784,1,4.36,69102,1.99,214.92,0.0,1199,108
1015,The Black Prism,2010,1,2,275,1,4.24,58906,3.99,430.92,0.0,1199,108
1016,The Mermaid Chair,2004,1,2,785,2,3.1,62760,2.99,322.92,0.0,1199,108
1017,Frog and Toad Are Friends,1970,3,1,786,2,4.18,70119,2.99,322.92,193.752,1200,108
1018,The Carnivorous Carnival,2002,1,2,287,1,3.97,83981,0.99,105.93,0.0,1201,107
1019,Heist Society,2010,1,5,111,1,3.91,75834,7.99,854.93,512.958,1201,107
1020,Behind Closed Doors,2016,2,4,787,2,3.93,57865,8.59,919.13,551.478,1201,107
1021,The Killer Angels,1974,3,2,788,1,4.3,58372,0.99,105.93,63.558,1203,107
1022,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",1995,2,4,463,1,4.16,73883,3.99,426.93,256.158,1206,107
1023,Ptolemy's Gate,2006,1,1,616,2,4.24,63838,11.89,1272.23,763.338,1207,107
1024,The Island of Dr. Moreau,1896,1,2,554,2,3.72,60346,5.99,640.93,0.0,1212,107
1025,Opal,2012,1,2,526,3,4.34,92014,0.99,105.93,0.0,1213,107
1026,Zeitoun,2008,1,2,574,3,4.08,55398,3.82,408.74,0.0,1214,107
1027,Out of My Mind,2010,3,2,789,1,4.37,63756,2.99,319.93,0.0,1215,107
1028,Rapture,2012,3,5,790,2,4.03,79360,11.99,1282.93,769.758,1216,107
1029,Switched,2010,1,7,791,2,3.89,45319,5.99,640.93,384.558,1217,107
1030,Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾,1957,2,1,792,2,4.03,59973,7.99,854.93,512.958,1217,107
1031,,2015,3,2,366,5,4.25,72611,10.99,1175.93,705.558,1218,107
1032,Pines,2012,1,2,793,3,3.88,34789,0.99,105.93,0.0,1218,107
1033,Disclosure,1994,1,5,42,3,3.76,57818,7.99,854.93,512.958,1219,107
1034,Death Comes to Pemberley,2012,1,2,794,2,3.21,65906,3.99,426.93,256.158,1220,107
1035,Ethan Frome,1911,3,1,795,2,3.35,72421,3.79,405.53,243.318,1222,107
1036,A Map of the World,1992,1,2,796,5,3.78,61347,3.03,324.21,194.526,1223,107
1037,It Ends with Us,2016,2,4,797,2,4.44,80433,6.99,747.93,448.758,1223,107
1038,The Gift of the Magi,1905,3,6,798,2,4.07,66537,8.89,951.23,570.738,1224,107
1039,The Electric Kool-Aid Acid Test,1968,1,2,799,1,3.92,54848,2.99,319.93,0.0,1225,107
1040,The Naked Lunch,1959,1,2,800,1,3.46,55473,4.95,529.65,317.79,1226,107
1041,The Sandman: Dream Country,1991,1,2,801,2,4.28,67753,3.99,426.93,0.0,1230,107
1042,A Painted House,2001,3,2,63,2,3.67,59974,0.99,105.93,0.0,1232,107
1043,The Left Hand of Darkness,1969,1,5,802,2,4.05,61888,7.69,822.83,493.698,1233,107
1044,Let It Snow: Three Holiday Romances,2008,2,4,803,2,3.84,57632,10.74,1149.18,689.508,1235,107
1045,"Full Dark, No Stars",2010,1,5,358,1,4.03,60672,5.99,640.93,384.558,1236,107
1046,Being Mortal: Medicine and What Matters in the End,2014,1,2,804,2,4.4,56510,2.99,319.93,0.0,1237,107
1047,Intensity,1987,1,2,805,2,4.04,58062,0.99,104.94,0.0,1238,106
1048,Chelsea Chelsea Bang Bang,2010,4,2,71,1,3.81,55355,4.5,477.0,286.2,1241,106
1049,Et dukkehjem,1879,1,3,806,2,3.69,69450,14.99,1588.94,953.364,1243,106
1050,Hawaii,1959,1,2,807,5,4.18,59963,2.0,212.0,0.0,1243,106
1051,Revolutionary Road,1961,1,4,808,2,3.89,56550,6.94,735.64,441.384,1244,106
1052,Nick & Norah's Infinite Playlist,2006,1,5,809,1,3.73,60372,7.99,846.94,508.164,1247,106
1053,Rosencrantz and Guildenstern are Dead,1966,3,5,810,2,4.06,67077,12.59,1334.54,800.724,1248,106
1054,Forever,2011,1,4,361,2,3.91,85034,7.81,827.86,496.716,1249,106
1055,The Beach,1996,2,3,811,2,3.91,52333,5.56,589.36,353.616,1251,106
1056,Saving CeeCee Honeycutt,2010,1,2,812,2,3.92,54341,2.99,316.94,0.0,1253,106
1057,Deadlocked,2012,3,2,27,2,3.65,65932,9.99,1058.94,635.364,1255,106
1058,Everything's Eventual: 14 Dark Tales,2002,2,2,23,2,3.94,60932,2.99,316.94,190.164,1255,106
1059,Beezus and Ramona,1955,1,5,813,3,3.97,75987,6.99,740.94,444.564,1257,106
1060,The Farthest Shore,1972,3,2,814,3,4.11,65626,1.99,210.94,0.0,1258,106
1061,Airframe,1996,1,2,42,2,3.66,59229,0.99,104.94,0.0,1263,106
1062,Magician,1982,1,5,815,1,4.17,62432,7.69,815.14,489.084,1265,106
1063,Bet Me,2004,1,5,816,2,3.95,70737,7.99,846.94,508.164,1266,106
1064,Long Walk to Freedom: The Autobiography of Nelson Mandela,1994,1,2,817,2,4.31,43927,2.99,316.94,0.0,1266,106
1065,Gray Mountain,2014,3,2,63,2,3.52,37379,0.99,104.94,62.964,1268,106
1066,The Power of One,1989,1,5,818,2,4.34,57312,7.99,846.94,508.164,1270,106
1067,The Maltese Falcon,1930,1,3,819,2,3.92,58742,7.99,846.94,508.164,1271,106
1068,Night Road,2011,1,2,690,1,4.17,58028,0.99,104.94,62.964,1272,106
1069,Tripwire,1999,1,2,660,2,4.07,55251,2.99,316.94,0.0,1273,106
